A1 = 0.7918739155, 0.299388204446, 0.655044483057
A2 = 0.800361982553, 0.0745365382896, 0.652130100878
A3 = 0.808782030742, -0.141144171443, 0.649997919078
A4 = 0.797298454516, 0.189626348211, 0.479352486995
A5 = 0.804667474232, -0.0364615281983, 0.476384063774
O1 = 0.794093654732, 0.304803141793, 0.306267654831
O0 = 0.80279146887, 0.0795482317203, 0.303469836724
O2 = 0.813292720894, -0.146383434076, 0.300444352477
B4 = 0.800810621971, 0.194802139985, 0.129312335931
B5 = 0.80972621126, -0.0309495529717, 0.127465293553
B1 = 0.797267155506, 0.311215362935, -0.0436766055149
B2 = 0.805927033876, 0.0838474027253, -0.0453659637392
B3 = 0.816420878966, -0.14130168333, -0.0492138422795
